method_name,old_code,new_code,is_vulnerable
E
-
2","s
/
L
I
C
E
N
S
E
-
2
.
0

",1
DefaultActionMapper::cleanupActionName,"t
h
e
 
L
i
c
e
n
s
e
.
 
 
Y
o
u
 ","h
e
 
L
i
c
e",1
DefaultActionMapper::cleanupActionName,"h
e
 
L
i
c
e
n
s
e
.
 
 
Y","e
 
L
i
c
e
n",1
AbstractRememberMeManager::AbstractRememberMeManager,"s
.
 
 
S","e
 
a
g
r
e",1
initialize,"c
l
a
s
s
 
M
i
n
i
P
r
o
f","c
l
a
s
s
 
M
i
n
i
P
r
o
f
i
l
e
r


 
 
 
 ",1
write!,"l
e
r


 
 
 
 
c","n
g
s




 
 
 
 
 
 
C
O
O
K
I
E
_
N
A
M
E
 ",1
initialize,"c
l
a
s
s
 
M
i
n
i
P
r
o
f","c
l
a
s
s
 
M
i
n
i
P
r
o
f
i
l
e
r


 
 
 
 ",1
discard_cookie!,"a
s
s"," 
""
_
_
p",1
call,"_
s
(
3
6
)


 
 
 
 
 
 
e
n
d




 
 
 
 
 
 
d
e
f
 
r
e
s
e
t
_
c
o
n
f
i
g


 
 
 
 
 
 
 
 
@
c
o
n
f
i
g
 
=
 
C
o
n
f
i
g
.
d
e
f
a
u
l
t


 
 
 
 
 
 
e
n
d




 
 
 
 
 
 
#
 
S
o
 
w
e
 
c
a
n
 
c
h
a
n
g
e
 
t
h
e
 
c
o
n
f
i
g
u
r
a
t
i
o
n
 
i
f
 
w
e
 
w
a
n
t


 
 
 
 
 
 
d
e
f
 
c
o
n
f
i
g


 
 
 
 
 
 
 
 
@
c
o
n
f
i
g
 
|
|
=
 
C
o
n
f
i
g
.
d
e
f
a
u
l
t


 
 
 
 
 
 
e
n
d




 
 
 
 
 ","_
s
(
3
6
)


 
 
 
 
 
 
e
n
d




 
 
 
 
 
 
d
e
f
 
r
e
s
e
t
_
c
o
n
f
i
g


 
 
 
 
 
 
 
 
@
c
o
n
f
i
g
 
=
 
C
o
n
f
i
g
.
d
e
f
a
u
l
t


 
 
 
 
 
 
e
n
d




 
 
 
 
 
 
#
 
S
o
 
w
e
 
c
a
n
 
c
h
a
n
g
e
 
t
h
e
 
c
o
n
f
i
g
u
r
a
t
i
o
n
 
i
f
 
w
e
 
w
a
n
t


 
 
 
 
 
 
d
e
f
 
c
o
n
f
i
g


 
 
 
 
 
 
 
 
@
c
o
n
f
i
g
 
|
|
=
 
C
o
n
f
i
g
.
d
e
f
a
u
l
t


 
 
 
 ",1
initialize_locks,"<
 
A
b
s
t","b
s
t
r
a
c
t",1
"""re-enabled functionality if whitelisted""","x
t
/
h
t
m","'
}
,
 
'
<",1
'avoids xss attacks',"c
l
u
d
e
 
R
a","R
a
c
k
:
:
T
e",1
"""should allow requests that are whitelisted"""," 
'
/
p
a","1
/
a
'
 
d
o",1
"""does not re-enable functionality if not whitelisted""","=
>
 
'
t","x
t
/
h
t
m",1
app," 
'
s
p
e
c
_
h
e
l
p
e
r
'


r
e
q
u
i
r
e
 
'
r
a
c
k
-
m
i
n
i
-
p
r
o
f
i
l
e
r
'


r
e
q
u
i
r
e
 
'
r
a
c
k
/
t
e
s
t
'

"," 
'
s
p
e
c
_
h
e
l
p
e
r
'


r
e
q
u
i
r
e
 
'
r
a
c
k
-
m
i
n
i
-
p
r
o
f
i
l
e
r
'


r
e
q
u
i
r
e
 
'
r
a
c
k
/
t
e
s
t
'




d
e
s
c
r",1
SigninHandler::handleRequest,"

 
*
 
o
r
 
m
o
r
e
 
c
o
n
t
r
i
b
u
t","

 
*
 
o
r
 
m
o
r
e
 
c
o
n
t
r
i
b
u
t
o
r
 ",1
SigninHandler::validateAudienceRestrictions,"e
 
t
h
e
 
N
O
T
I
C
E
 
f
i
l
e


 
*
 
d
i
s
t
r","h
e
 
N
O
T
I
C
E
 
f
i
l
e


 
*
 
d
i
s
t
r
i
b
u",1
TraceStrokePolygon,"P
r
i
m
i
t
i
v
e
I
n
f
o
 
*
,
c
o
n
s
t
 
P
o
i
n
t
I
n
f
o
,
c
o
n
s
t
 
P
o
i
n
t
I
n
f
o
)
,


 
 
T
r
a
c
e
R
e
c
t
a
n
g
l
e
(
P
r
i
m
i
t
i
v
e
I
n
f
o
 
*
,
c
o
n
s
t
 
P
o
i
n
t
I
n
f
o
,
c
o
n
s
t
 
P
o
i
n
t
I
n
f
o
)
,


 
 
T
r
a
c
e
R
o
u
n
d
R
e
c
t
a
n
g
l
e
(
P
r
i
m
i
t
i
v
e
I
n
f
o
 
*
,
c
o
n
s
t
 
P
o
i
n
t
I
n
f
o
,
c
o
n
s
t
 
P
o
i
n
t
I
n
f
o
,


 
 
 
 
P
o
i
n
t
I
n
f
o
)
,


 
 
T
r
a
c
e
S
q
u
a
r
e
L
i
n
e
c
a
p
(
P
r
i
m
i
t
i
v
e
I
n
f
o
 
*
,
c
o
n
s
t
 
s
i
z
e
_
t
,
c
o
n
s
t
 
d
o
u
b
l
e
)
;





/
*


%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%


%
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 ","r
i
m
i
t
i
v
e
I
n
f
o
 
*
,
c
o
n
s
t
 
P
o
i
n
t
I
n
f
o
,
c
o
n
s
t
 
P
o
i
n
t
I
n
f
o
)
,


 
 
T
r
a
c
e
R
e
c
t
a
n
g
l
e
(
P
r
i
m
i
t
i
v
e
I
n
f
o
 
*
,
c
o
n
s
t
 
P
o
i
n
t
I
n
f
o
,
c
o
n
s
t
 
P
o
i
n
t
I
n
f
o
)
,


 
 
T
r
a
c
e
R
o
u
n
d
R
e
c
t
a
n
g
l
e
(
P
r
i
m
i
t
i
v
e
I
n
f
o
 
*
,
c
o
n
s
t
 
P
o
i
n
t
I
n
f
o
,
c
o
n
s
t
 
P
o
i
n
t
I
n
f
o
,


 
 
 
 
P
o
i
n
t
I
n
f
o
)
,


 
 
T
r
a
c
e
S
q
u
a
r
e
L
i
n
e
c
a
p
(
P
r
i
m
i
t
i
v
e
I
n
f
o
 
*
,
c
o
n
s
t
 
s
i
z
e
_
t
,
c
o
n
s
t
 
d
o
u
b
l
e
)
;





/
*


%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%


%
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 ",1
GetDrawInfo," 
s
t
r
u
c
t
 
_
P
o
l
y
g
o
n
I
n
f
o


{


 
 
E
d
g
e
I
n
f
o


 
 
 
 
*
e
d
g
e
s
;




 
 
s
i
z
e
_
t


 
 
 
 
n
u
m
b
e
r
_
e
d
g
e
s
;


}
 
P
o
l
y
g
o
n
I
n
f
o
;




t
y
p
e
d
e
f
 
e
n
u
m


{


 ","s
t
r
u
c
t
 
_
P
o
l
y
g
o
n
I
n
f
o


{


 
 
E
d
g
e
I
n
f
o


 
 
 
 
*
e
d
g
e
s
;




 
 
s
i
z
e
_
t


 
 
 
 
n
u
m
b
e
r
_
e
d
g
e
s
;


}
 
P
o
l
y
g
o
n
I
n
f
o
;




t
y
p
e
d
e
f
 
e
n
u
m


{


 
 ",1
DrawStrokePolygon,"f
o
;




t
y
p
e
d
e
f
 
s
t
r
u
c
t
 
_
E
l
e
m
e
n
t
I
n
f
o


{


 
 
d
o
u
b
l
e


 
 
 
 
c
x
,


 
 
 
 
c
y
,","o
;




t
y
p
e
d
e
f
 
s
t
r
u
c
t
 
_
E
l
e
m
e
n
t
I
n
f
o


{


 
 
d
o
u
b
l
e


 
 
 
 
c
x
,


 
 
 
 
c
y
,

",1
DrawImage,"i
l
a
b
l
e
.
 
 
 
 
 
 
 
 
 
 
 
%


%
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
%


%
 
 
Y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n
c
e
 
w
i
t
h
 
t
h
e
 
L
i
c
e
n
s
e
.
 
 
Y
o
u
 
m
a
y
 
 
%


%
 
 
o
b
t
a
i
n
 
a
 
c
o
p
y
 
o
f
 
t
h
e
 
L
i
c
e
n
s
e
 
a
t
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
%


%
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
%


%
 
 
 
 
h
t
t
p
:
/
/
w
w
w
.
i
m
a
g
e
m
a
g
i
c
k
.
o
r
g
/
s
c
r
i
p
t
/
l
i
c
e
n
s
e
.
p
h
p
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
%


%
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
%


%
 
 
U
n
l
e
s
s
 
r
e
q
u
i
r
e
d
 
b
y
 
a
p
p
l
i
c
a
b
l
e
 
l
a
w
 
o
r
 
a
g
r
e
e
d
 
t
o
 
i
n
 
w
r
i
t
i
n
g
,
 
s
o
f
t
w
a
r
e
 
 
 
 
 
 
 
 
%


%
 
 
d
i
s
t
r
i
b
u
t
e
d
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
 
i
s
 
d
i
s
t
r
i
b
u
t
e
d
 
o
n
 
a
n
 
""
A
S
 
I
S
""
 
B
A
S
I
S
,
 
 
 
 
 
 
 
 
 
 
%


%
 
 
W
I
T
H
O
U
T
 
W
A
R
R
A
N
T
I
E
S
 
O
R
 
C
O
N
D
I
T
I
O
N
S
 
O
F
 
A
N
Y
 
K
I
N
D
,
 
e
i
t
h
e
r
 
e
x
p
r
e
s
s
 
o
r
 
i
m
p
l
i
e
d
.
 
 
 
%


%
 
 
S
e
e
 
t
h
e
 
L
i
c
e
n
s
e
 
f
o
r
 
t
h
e
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e
r
n
i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d
 
 
 
 
 
 
 
 
%


%
 
 
l
i
m
i
t
a
t
i
o
n
s
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
%


%
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
%


%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%


%


%
 
B
i
l
l
 
R
a
d
c
l
i
f
f
e
 
o
f
 
C
o
r
b
i
s
 
(
w
w
w
.
c
o
r
b
i
s
.
c
o
m
)
 
c
o
n
t
r
i
b
u
t
e
d
 
t
h
e
 
p
o
l
y
g
o
n


%
 
r
e
n
d
e
r
i
n
g
 
c
o
d
e
 
b
a
s
e
d
 
o
n
 
P
a
u
l
 
H
e
c
k
b
e
r
t
'
s
 
""
C
o
n
c
a
v
e
 
P
o
l
y
g
o
n
 
S
c
a
n
 
C
o
n
v
e
r
s
i
o
n
""
,


%
 
G
r
a
p
h
i
c
s
 
G
e
m
s
,
 
1
9
9
0
.
 
 
L
e
o
n
a
r
d
 
R
o
s
e
n
t
h
a
l
 
a
n
d
 
D
a
v
i
d
 
H
a
r
r
 
o
f
 
A
p
p
l
i
g
e
n
t


%
 
(
w
w
w
.
a
p
p
l
i
g
e
n
t
.
c
o
m
)
 
c
o
n
t
r
i
b
u
t
e
d
 
t
h
e
 
d
a
s
h
 
p
a
t
t
e
r
n
,
 
l
i
n
e
c
a
p
 
s
t
r
o
k
i
n
g


%
 
a
l
g
o
r
i
t
h
m
,
 
a
n
d
 
m
i
n
o
r
 
r
e
n
d
e
r
i
n
g
 
i
m
p
r
o
v
e
m
e
n
t
s
.


%


*
/





/
*


 
 
I
n
c
l
u
d
e
 
d
e
c
l
a
r
a
t
i
o
n
s
.


*
/


#
i
n
c
l
u
d
e
 
""
M
a
g
i
c
k
C
o
r
e
/
s
t
u
d
i
o
.
h
""


#
i
n
c
l
u
d
e
 
""
M
a
g
i
c
k
C
o
r
e
/
a
n
n
o
t
a
t
e
.
h
""


#
i
n
c
l
u
d
e
 
""
M
a
g
i
c
k
C
o","i
l
a
b
l
e
.
 
 
 
 
 
 
 
 
 
 
 
%


%
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
%


%
 
 
Y
o
u
 
m
a
y
 
n
o
t
 
u
s
e
 
t
h
i
s
 
f
i
l
e
 
e
x
c
e
p
t
 
i
n
 
c
o
m
p
l
i
a
n
c
e
 
w
i
t
h
 
t
h
e
 
L
i
c
e
n
s
e
.
 
 
Y
o
u
 
m
a
y
 
 
%


%
 
 
o
b
t
a
i
n
 
a
 
c
o
p
y
 
o
f
 
t
h
e
 
L
i
c
e
n
s
e
 
a
t
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
%


%
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
%


%
 
 
 
 
h
t
t
p
:
/
/
w
w
w
.
i
m
a
g
e
m
a
g
i
c
k
.
o
r
g
/
s
c
r
i
p
t
/
l
i
c
e
n
s
e
.
p
h
p
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
%


%
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
%


%
 
 
U
n
l
e
s
s
 
r
e
q
u
i
r
e
d
 
b
y
 
a
p
p
l
i
c
a
b
l
e
 
l
a
w
 
o
r
 
a
g
r
e
e
d
 
t
o
 
i
n
 
w
r
i
t
i
n
g
,
 
s
o
f
t
w
a
r
e
 
 
 
 
 
 
 
 
%


%
 
 
d
i
s
t
r
i
b
u
t
e
d
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
 
i
s
 
d
i
s
t
r
i
b
u
t
e
d
 
o
n
 
a
n
 
""
A
S
 
I
S
""
 
B
A
S
I
S
,
 
 
 
 
 
 
 
 
 
 
%


%
 
 
W
I
T
H
O
U
T
 
W
A
R
R
A
N
T
I
E
S
 
O
R
 
C
O
N
D
I
T
I
O
N
S
 
O
F
 
A
N
Y
 
K
I
N
D
,
 
e
i
t
h
e
r
 
e
x
p
r
e
s
s
 
o
r
 
i
m
p
l
i
e
d
.
 
 
 
%


%
 
 
S
e
e
 
t
h
e
 
L
i
c
e
n
s
e
 
f
o
r
 
t
h
e
 
s
p
e
c
i
f
i
c
 
l
a
n
g
u
a
g
e
 
g
o
v
e
r
n
i
n
g
 
p
e
r
m
i
s
s
i
o
n
s
 
a
n
d
 
 
 
 
 
 
 
 
%


%
 
 
l
i
m
i
t
a
t
i
o
n
s
 
u
n
d
e
r
 
t
h
e
 
L
i
c
e
n
s
e
.
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
%


%
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
%


%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%
%


%


%
 
B
i
l
l
 
R
a
d
c
l
i
f
f
e
 
o
f
 
C
o
r
b
i
s
 
(
w
w
w
.
c
o
r
b
i
s
.
c
o
m
)
 
c
o
n
t
r
i
b
u
t
e
d
 
t
h
e
 
p
o
l
y
g
o
n


%
 
r
e
n
d
e
r
i
n
g
 
c
o
d
e
 
b
a
s
e
d
 
o
n
 
P
a
u
l
 
H
e
c
k
b
e
r
t
'
s
 
""
C
o
n
c
a
v
e
 
P
o
l
y
g
o
n
 
S
c
a
n
 
C
o
n
v
e
r
s
i
o
n
""
,


%
 
G
r
a
p
h
i
c
s
 
G
e
m
s
,
 
1
9
9
0
.
 
 
L
e
o
n
a
r
d
 
R
o
s
e
n
t
h
a
l
 
a
n
d
 
D
a
v
i
d
 
H
a
r
r
 
o
f
 
A
p
p
l
i
g
e
n
t


%
 
(
w
w
w
.
a
p
p
l
i
g
e
n
t
.
c
o
m
)
 
c
o
n
t
r
i
b
u
t
e
d
 
t
h
e
 
d
a
s
h
 
p
a
t
t
e
r
n
,
 
l
i
n
e
c
a
p
 
s
t
r
o
k
i
n
g


%
 
a
l
g
o
r
i
t
h
m
,
 
a
n
d
 
m
i
n
o
r
 
r
e
n
d
e
r
i
n
g
 
i
m
p
r
o
v
e
m
e
n
t
s
.


%


*
/





/
*


 
 
I
n
c
l
u
d
e
 
d
e
c
l
a
r
a
t
i
o
n
s
.


*
/


#
i
n
c
l
u
d
e
 
""
M
a
g
i
c
k
C
o
r
e
/
s
t
u
d
i
o
.
h
""


#
i
n
c
l
u
d
e
 
""
M
a
g
i
c
k
C
o
r
e
/
a
n
n
o
t
a
t
e
.
h
""


#
i
n
c
l
u
d
e
 
""
M
a
g
i
c
k
C
o
r",1
DrawPrimitive,"i
n
g
_
.
h
""


#
i
n
c
l
u
d
e
 
""
M
a
g
i
c
k
C
o
r
e
/
s
t
r
i
n
g
-
p
r
i
v
a
t
e
.
h
""


#
i
n
c
l
u
d
e
 
""
M
a
g
i
c
k
C
o
r
e
/
t
h
r
e
a
d
-
p
r
i
v
a
t
e
.
h
""


#
i
n
c
l
u
d
e
 
""
M
a
g
i
c
k
C
o
r
e
/
t
o
k
e
n
.
h
""


#
i
n
c
l
u
d
e
 
""
M
a
g
i
c
k
C
o
r
e
/
t
r
a
n
s
f
o
r
m
-
p
r
i
v
a
t
e
.
h
""


#
i
n
c
l
u
d
e
 
""
M
a
g
i
c
k
C
o
r
e
/
u
t
i
l
i
t
y
.
h
""





/
*


 
 
D
e
f
i
n
e
 
d
e
c
l
a
r
a
t
i
o
n
s
.


*
/


#
d
e
f
i
n
e
 
B
e
z
i
e
r
Q
u
a
n
t
u
m
 
 
2
0
0





/
*


 
 
T
y
p
e
d
e
f
 
d
e
c
l
a
r
a
t
i
o
n
s
.


*
/


t
y
p
e
d
e
f
 
s
t
r
u
c
t
 
_
E
d
g
e
I
n
f
o


{


 
 
S
e
g
m
e
n
t
I
n
f
o


 
 
 
 
b
o
u
n
d
s
;




 
 
d
o
u
b
l
e


 
 
 
 
s
c
a
n
l
i
n
e
;




 
 
P
o
i
n
t
I
n
f
o


 
 
 
 
*
p
o
i
n
t
s
;




 
 
s
i
z
e
_
t


 
 
 
 
n
u
m
b
e
r
_
p
o
i
n
t
s
;




 
 
s
s
i
z
e
_
t


 
 
 
 
d
i
r
e
c
t
i
o
n
;




 
 
M
a
g
i
c
k
B
o
o
l
e
a
n
T
y","n
g
_
.
h
""


#
i
n
c
l
u
d
e
 
""
M
a
g
i
c
k
C
o
r
e
/
s
t
r
i
n
g
-
p
r
i
v
a
t
e
.
h
""


#
i
n
c
l
u
d
e
 
""
M
a
g
i
c
k
C
o
r
e
/
t
h
r
e
a
d
-
p
r
i
v
a
t
e
.
h
""


#
i
n
c
l
u
d
e
 
""
M
a
g
i
c
k
C
o
r
e
/
t
o
k
e
n
.
h
""


#
i
n
c
l
u
d
e
 
""
M
a
g
i
c
k
C
o
r
e
/
t
r
a
n
s
f
o
r
m
-
p
r
i
v
a
t
e
.
h
""


#
i
n
c
l
u
d
e
 
""
M
a
g
i
c
k
C
o
r
e
/
u
t
i
l
i
t
y
.
h
""





/
*


 
 
D
e
f
i
n
e
 
d
e
c
l
a
r
a
t
i
o
n
s
.


*
/


#
d
e
f
i
n
e
 
B
e
z
i
e
r
Q
u
a
n
t
u
m
 
 
2
0
0





/
*


 
 
T
y
p
e
d
e
f
 
d
e
c
l
a
r
a
t
i
o
n
s
.


*
/


t
y
p
e
d
e
f
 
s
t
r
u
c
t
 
_
E
d
g
e
I
n
f
o


{


 
 
S
e
g
m
e
n
t
I
n
f
o


 
 
 
 
b
o
u
n
d
s
;




 
 
d
o
u
b
l
e


 
 
 
 
s
c
a
n
l
i
n
e
;




 
 
P
o
i
n
t
I
n
f
o


 
 
 
 
*
p
o
i
n
t
s
;




 
 
s
i
z
e
_
t


 
 
 
 
n
u
m
b
e
r
_
p
o
i
n
t
s
;




 
 
s
s
i
z
e
_
t


 
 
 
 
d
i
r
e
c
t
i
o
n
;




 
 
M
a
g
i
c
k
B
o
o
l
e
a
n
T
y
p",1
AllowSymLinkAliasChecker::check,"=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=


/
/
 
 
C
o
p
y
r
i
g
h
t
 
(
c
)
 
1
9
9
5
-
2
0
1
6
 
M
o
r
t
 
B
a
y
 ","=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=


/
/
 
 
C
o
p
y
r
i
g
h
t
 
(
c
)
 
1
9
9
5
-
2
0
1
6
 
M
o
r
t
 
B
a
y
 
C
o
n",1
FileResource::copyTo,"o
m
p
a
n
i
e
s
 
t
h
i
s
 "," 
T
h
e
 
E
c
l
i
p
s
e
 
P",1
FileResource::addPath,"-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-


/
/
 
 
A
l
l
 
r
i","r
a
m
 
a
n
d
 
t
h
e
 
a
c",1
FileResource::delete,"t
h
e
 
E","d
 
A
p
a",1
FileResource::getURL,"

/
/


/
/
 
 
 
 
 "," 
i
s
 
a
v
a
i
l
a
b",1
FileResource::checkFileAlias,"-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-","-
-
-
-
-
-
-
-


/
/
 
 
A
l
l
 
r
i
g
h
t
s
 
r
e
s
e
r
v
e
d
.
 
T
h
i
s
 
p",1
FileResource::list,"e
 
v
1
.
0


/
/
 
 
a
n","c
h
 
a
c
c
o
m
p
a
n
i
e",1
FileResource::checkFileAlias,"-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-
-","-
-
-
-
-
-
-
-


/
/
 
 
A
l
l
 
r
i
g
h
t
s
 
r
e
s
e
r
v
e
d
.
 
T
h
i
s
 
p",1
FileResource::toString,"i
p
s
e"," 
 
 
 ",1
FileResource::getURI,"h
e
 
E"," 
a
t

",1
FileResource::isDirectory,"a
n
y
i","e
 
u
n",1
FileResource::renameTo," 
P
u
b
l
i
c
 ","c
e
n
s
e
 
v
2",1
FileResource::normalizeURI,"t
d
.


/
/
 
 
-
-
-
-","-
-
-
-
-
-
-
-
-
-
-",1
FileResource::hashCode,"i
c
h
 ","/
/
 
 ",1
PathResource::checkAliasPath,"=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=


/
/
 
 
C
o
p
y
r
i
g
h
t
 
(
c
)
 
1
9
9
5
-
2
0
1
6
 
M
o
r
t
 
B
a
y
 
C
o
n
s
u
l
t
i
n
g
 
P
t
y
.
 
L
t
d
.","=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=


/
/
 
 
C
o
p
y
r
i
g
h
t
 
(
c
)
 
1
9
9
5
-
2
0
1
6
 
M
o
r
t
 
B
a
y
 
C
o
n
s
u
l
t
i
n
g
 
P
t
y
.
 
L
t
d
.


/
/
 
 
-
-
-
-
-
-
-
-
-
-",1
PathResource::addPath,"i
s
 
p
r
o
g
r
a
m
 
a
n
d
 
t","e
r
i
a
l
s


/
/
 
 
a
r
e
 
m
a",1
PathResource::checkAliasPath,"=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=
=


/
/
 
 
C
o
p
y
r
i
g
h
t
 
(
c
)
 
1
9
9
5
-
2
0
1
6
 
M
o
r
t
 
